Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistFist	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistClaw	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	AttElec	AttFire	AttIce	AttWind	AttEarth	AttDark	ResistDark	ResistIce	ResistEarth	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive	SpHeal	SpRAtkSpeed	SpRCastSpeed	SpRHPRegen	HitRange
3202	범익척후병	S_PAWN	MONSTER	MELEE	97	100		AGGR,REVIVE	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_soldier2	0	121	91	60	30	183	224	14605	3	2	0	0	3080	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	0	0	-60	0	0	0	0	0	1	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3203	범익법사	S_PAWN	MONSTER	MAGIC	98	100		AGGR,STONESKIN	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_magic	0	92	122	61	30	185	226	14825	5	5	0	0	3111	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	0	0	-60	0	0	0	0	0	1	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3204	범익장군	KNIGHT	MONSTER	MELEE	99	100		AGGR,BERSERK	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_officer	0	124	62	124	31	166	249	37609	5	7	0	0	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	0	0	-50	0	0	0	0	0	1	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3205	범익상급장군	S_KNIGHT	MONSTER	MELEE	101	100		AGGR,GODSPEED	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_general	0	126	94	63	31	169	254	77407	5	10	0	0	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	0	0	-40	0	0	0	0	0	1	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3290	범익족 부족장	BOSS	MONSTER	MELEE	103	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	manticore_boss	0	96	128	64	32	150	280	318384	10	10	0	0	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	40	35	0	0	0	-30	0	0	0	0	0	1	0	0	0	0	0	2.0	3204	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3291	범익족장	KING	MONSTER	MELEE	105	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	manticore_boss2	0	131	65	131	32	153	285	981420	30	15	0	0	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	0	0	-20	0	0	0	0	0	1	0	0	0	0	0	2.0	3205	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3301	망량병	PAWN	MONSTER	MELEE	97	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_soldier	0	121	91	60	30	183	224	7302	3	2	0	0	1283	97	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	20	0	0	0	0	-70	0	0	0	0	0	1	0	0	0	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3302	망량척후병	S_PAWN	MONSTER	MELEE	98	100		AGGR,REVIVE	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_soldier2	0	122	92	61	30	185	226	14825	3	2	0	0	3111	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	0	0	-60	0	0	0	0	0	1	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3303	망량법사	S_PAWN	MONSTER	MAGIC	99	100		AGGR,STONESKIN	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_magic	0	93	124	62	31	187	228	15043	5	5	0	0	3143	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	0	0	-60	0	0	0	0	0	1	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3304	망량장군	KNIGHT	MONSTER	MELEE	100	100		AGGR,BERSERK	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_officer	0	125	62	125	31	168	252	38159	5	7	0	0	9527	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	0	0	-50	0	0	0	0	0	1	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3305	망량상급장군	S_KNIGHT	MONSTER	MELEE	101	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_general	0	126	63	126	31	169	254	77407	5	10	0	0	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	0	0	-40	0	0	0	0	0	1	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3390	망량족 부족장	BOSS	MONSTER	MELEE	103	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	lemures_boss	0	128	64	128	32	150	280	318384	10	10	0	0	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	40	35	0	0	0	-30	0	0	0	0	0	1	0	0	0	0	0	2.0	3304	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3391	망량족장	KING	MONSTER	MELEE	105	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	lemures_boss2	0	131	65	131	32	153	285	981420	30	15	0	0	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	1	0	0	0	0	-20	0	2.0	3305	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3401	어인병	PAWN	MONSTER	MELEE	96	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	triton_soldier	0	120	60	120	30	182	222	7194	3	2	0	0	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-70	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3402	어인척후병	S_PAWN	MONSTER	MELEE	97	100		AGGR,REVIVE	0	DEVIL	SLOW,CURSE,TERROR	0	triton_soldier2	0	121	60	121	30	183	224	14605	3	2	0	0	3080	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-60	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3403	어인법사	S_PAWN	MONSTER	MAGIC	98	100		AGGR,STONESKIN	0	DEVIL	SLOW,CURSE,TERROR	0	triton_magic	0	61	92	122	30	185	226	14825	5	5	0	0	3111	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-60	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3404	어인장군	KNIGHT	MONSTER	MELEE	99	100		AGGR,BERSERK	0	DEVIL	SLOW,CURSE,TERROR	0	triton_officer	0	124	93	62	31	166	249	37609	5	7	0	0	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-50	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3405	어인상급장군	S_KNIGHT	MONSTER	MELEE	101	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	triton_general	0	126	94	63	31	169	254	77407	5	10	0	0	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-40	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3490	어인족 부족장	BOSS	MONSTER	MELEE	103	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	triton_boss	0	128	96	64	32	150	280	318384	10	10	0	0	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	1	0	0	0	0	-30	0	2.0	3404	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3491	어인족장	KING	MONSTER	RANGE	105	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	triton_boss2	0	98	131	65	32	153	285	981420	30	15	0	0	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	1	0	0	0	0	-20	0	2.0	3405	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3501	붉은도적단원	PAWN	MONSTER	RANGE	95	100		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	redthief_bow	0	89	119	59	29	180	220	7084	3	2	0	0	1257	95	110	110	100	2000	850	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3502	붉은도적단상급단원	S_PAWN	MONSTER	MELEE	96	100		AGGR,REVIVE	0	HUMAN	SLOW,CURSE,TERROR	0	redthief_soldier2	0	120	90	60	30	182	222	14388	3	2	0	0	3049	115	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3503	붉은도적단법사	S_PAWN	MONSTER	MAGIC	97	100		AGGR,STONESKIN	0	HUMAN	SLOW,CURSE,TERROR	0	redthief_magic	0	91	121	60	30	183	224	14605	5	5	0	0	3080	116	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3504	붉은도적단장수	KNIGHT	MONSTER	MELEE	98	100		AGGR,BERSERK	0	HUMAN	SLOW,CURSE,TERROR	0	redthief_officer	0	122	92	61	30	164	247	37064	5	7	0	0	9336	137	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3505	붉은도적단상급장군	S_KNIGHT	MONSTER	MELEE	99	100		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	redthief_general	0	124	93	62	31	166	249	75218	5	10	0	0	22533	168	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-40	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3551	진붉은도적단원	PAWN	MONSTER	RANGE	97	100		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_bow	0	91	121	60	30	183	224	7302	3	2	0	0	1283	97	110	110	100	2000	850	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	20	0	0	-70	0	0	0	0	1	0	0	0	0	0	0	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3552	진붉은도적단상급단원	S_PAWN	MONSTER	MELEE	98	100		AGGR,REVIVE	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_soldier2	0	122	92	61	30	185	226	14825	3	2	0	0	3111	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	-60	0	0	0	0	1	0	0	0	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3553	진붉은도적단법사	S_PAWN	MONSTER	MAGIC	99	100		AGGR,STONESKIN	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_magic	0	93	124	62	31	187	228	15043	5	5	0	0	3143	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	-60	0	0	0	0	1	0	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3554	진붉은도적단장수	KNIGHT	MONSTER	MELEE	100	100		AGGR,BERSERK	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_officer	0	125	93	62	31	168	252	38159	5	7	0	0	9527	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	-50	0	0	0	0	1	0	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3555	진붉은도적단상급장군	S_KNIGHT	MONSTER	MELEE	101	100		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_general	0	126	94	63	31	169	254	77407	5	10	0	0	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	-40	0	0	0	0	1	0	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3590	붉은도적단부단장	BOSS	MONSTER	RANGE	103	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN	STUN,SLOW,CURSE,TERROR	0	redthief_boss	0	128	64	128	32	150	280	318384	10	10	0	0	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-30	2.0	3504	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3591	붉은도적단단장	KING	MONSTER	RANGE	105	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN	STUN,SLOW,CURSE,TERROR	0	redthief_boss2	0	131	65	131	32	153	285	981420	30	15	0	0	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-20	2.0	3505	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3595	진붉은도적단부단장	BOSS	MONSTER	RANGE	105	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN	STUN,SLOW,CURSE,TERROR	0	redthief2_boss	0	131	65	131	32	153	285	327140	10	10	0	0	115172	210	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	-30	0	0	0	0	1	0	0	0	0	0	0	0	0	2.0	3554	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3596	진붉은도적단단장	KING	MONSTER	RANGE	107	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN	STUN,SLOW,CURSE,TERROR	0	redthief2_boss2	0	133	66	133	33	156	290	1007688	30	15	0	0	422585	256	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	-20	0	0	0	0	1	0	0	0	0	0	0	0	0	2.0	3555	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3601	갑각충	PAWN	MONSTER	MELEE	96	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_soldier	0	120	90	60	30	182	222	7194	3	2	0	0	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-70	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3602	갑각투충	S_PAWN	MONSTER	RANGE	97	100		AGGR,REVIVE	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_bow	0	121	91	60	30	183	224	14605	3	2	0	0	3080	116	110	110	100	2000	850	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-60	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3603	갑각구충	S_PAWN	MONSTER	MELEE	98	100		AGGR,STONESKIN	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_soldier2	0	122	92	61	30	185	226	14825	5	5	0	0	3111	117	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-60	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3604	갑각방충	KNIGHT	MONSTER	MELEE	99	100		AGGR,BERSERK	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_officer	0	93	124	62	31	166	249	37609	5	7	0	0	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-50	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3605	갑각신충	S_KNIGHT	MONSTER	MELEE	101	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_general	0	126	63	126	31	169	254	77407	5	10	0	0	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-40	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3690	거대갑각투신충	BOSS	MONSTER	MELEE	103	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	crustacean_boss	0	96	128	64	32	150	280	318384	10	10	0	0	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	1	0	0	0	0	-30	0	2.0	3604	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3691	대왕투귀충	KING	MONSTER	MELEE	105	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	crustacean_boss2	0	65	131	65	32	153	285	981420	30	15	0	0	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	1	0	0	0	0	-20	0	2.0	3605	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3701	거인병	PAWN	MONSTER	MELEE	100	100		AGGR,GODSPEED	0	ORC	SLOW,CURSE,TERROR	0	giant_soldier	0	125	62	125	31	189	231	7631	3	2	0	0	1323	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3702	거인척후병	S_PAWN	MONSTER	MELEE	101	100		AGGR,REVIVE	0	ORC	SLOW,CURSE,TERROR	0	giant_soldier2	0	126	63	126	31	190	233	15481	3	2	0	0	3207	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3703	거인법사	S_PAWN	MONSTER	MAGIC	103	100		AGGR,STONESKIN	0	ORC	SLOW,CURSE,TERROR	0	giant_magic	0	64	128	64	32	194	237	15919	5	5	0	0	3270	123	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3704	거인장군	KNIGHT	MONSTER	MELEE	104	100		AGGR,BERSERK	0	ORC	SLOW,CURSE,TERROR	0	giant_officer	0	130	65	130	32	174	261	40348	5	7	0	0	9907	145	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3705	거인상급장군	S_KNIGHT	MONSTER	MELEE	105	100		AGGR,GODSPEED	0	ORC	SLOW,CURSE,TERROR	0	giant_general	0	131	65	131	32	175	263	81785	5	10	0	0	23895	178	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-40	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3790	거인족 부족장	BOSS	MONSTER	MELEE	106	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC	STUN,SLOW,CURSE,TERROR	0	giant_boss	0	99	132	66	33	154	287	331540	10	10	0	0	116266	212	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-30	2.0	3704	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3791	거인족장	KING	MONSTER	MELEE	107	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC	STUN,SLOW,CURSE,TERROR	0	giant_boss2	0	133	66	133	33	156	290	1007688	30	15	0	0	422585	256	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-20	2.0	3705	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3801	저인병	PAWN	MONSTER	MELEE	99	100		AGGR,GODSPEED	0	ANIMAL	SLOW,CURSE,TERROR	0	ogre_soldier	0	62	93	124	31	187	228	7521	3	2	0	0	1310	99	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3802	저인궁사	S_PAWN	MONSTER	RANGE	100	100		AGGR,REVIVE	0	ANIMAL	SLOW,CURSE,TERROR	0	ogre_bow	0	62	125	62	31	189	231	15263	3	2	0	0	3175	120	110	110	100	2000	850	0	0	0	0	5	0	0	12	20	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3803	저인척후병	S_PAWN	MONSTER	MELEE	101	100		AGGR,STONESKIN	0	ANIMAL	SLOW,CURSE,TERROR	0	ogre_officer	0	63	94	126	31	190	233	15481	5	5	0	0	3207	121	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	-5	-5	10	10	10	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3804	저인법사	KNIGHT	MONSTER	MAGIC	102	100		AGGR,BERSERK	0	ANIMAL	SLOW,CURSE,TERROR	0	ogre_magic	0	95	127	63	31	171	256	39253	5	7	0	0	9717	142	110	110	100	2000	850	0	0	0	0	0	10	10	16	20	-5	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3805	저인상급장군	S_KNIGHT	MONSTER	MELEE	103	100		AGGR,GODSPEED	0	ANIMAL	SLOW,CURSE,TERROR	0	ogre_general	0	128	64	128	32	172	258	79596	5	10	0	0	23441	175	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	0	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-40	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3890	저인족 부족장	BOSS	MONSTER	MELEE	105	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	ogre_boss	0	131	65	131	32	153	285	327140	10	10	0	0	115172	210	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-30	2.0	3804	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
3891	저인족장	KING	MONSTER	MELEE	107	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	ogre_boss2	0	133	66	133	33	156	290	1007688	30	15	0	0	422585	256	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	40	35	40	40	40	40	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-20	2.0	3805	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
